sampling.box,position,species,tissue.storage.location,preservation.method,reference.code,genbank.accession,museum.id,sample.source,fishing.vessel,vessel.registration,observer.code,field.no,trip,shot,tissue.type,fish.length,catch.depth,landing.date,month.caught,season.caught,year.caught,date.preserved,group,group2,location.country,location.stat.area,location.fma,location.qma,location.coordinate,location.latitude,location.longitude,exact.gps.known,radius,trip.picture,dna.extracted,extraction.start.date,extraction.round,dna.quantity,260.280,260.230,nanodrop.warning,repeat.extraction,tissue.remaining,extracted.dna.remaining,control.pcr.amplified,control.pcr.round,control.pcr.start.date,control.pcr.box.name,control.pcr.tube.number,control.sequenced,control.sequencing.round,control.successfully.sequenced,coi.pcr.amplified,coi.pcr.round,coi.pcr.start.date,coi.pcr.box.name,coi.pcr.tube.number,coi.sequenced,coi.sequencing.round,coi.successfully.sequenced,coi.sequence.available,subsample1,subsample2,subsample3
tra21,g9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1933.00,2.047,1.877,none,N,Y,Y,Y,4,6-05-19,pcr round 4 control region,38,Y,4,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,g10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1770.60,2.078,2.179,none,N,Y,Y,Y,4,6-05-19,pcr round 4 control region,39,Y,4,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1168.50,2.215,2.128,none,N,Y,Y,Y,4,6-05-19,pcr round 4 control region,40,Y,4,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,941.90,2.143,2.177,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,2404.50,2.095,2.223,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,760.30,2.113,2.577,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1461.10,2.078,1.887,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1873.50,2.071,2.220,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1405.60,2.110,2.181,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1551.10,2.082,2.069,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1425.00,2.073,1.879,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra21,i10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,san victoria,NA,NA,4517,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,008,FMA1,TRE1,NA,-36.56,176.00,N,40,san.victoria.5.9.18,Y,31-10-2018,25,1519.40,2.124,1.907,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,a1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,25,2246.50,2.097,2.069,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,57,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,Y
tra22,a2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,25,1184.60,2.062,2.186,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,58,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,,Y
tra22,a3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1881.40,2.090,2.235,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,59,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,Y,
tra22,a4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1371.80,2.041,2.029,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,60,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,,Y
tra22,a5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1693.00,NA,NA,bad purity ratio,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,a6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1622.40,2.071,2.304,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,61,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,a7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1296.30,2.015,1.699,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,62,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,Y,
tra22,a8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,2507.50,NA,NA,none,Y,Y,Y,Y,1,22-03-19,pcr round 1 control final,63,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,Y
tra22,a9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1807.40,2.068,2.218,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,70,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,a10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1861.00,2.080,1.936,none,N,Y,Y,Y,3,5-04-19,pcr round 3 control region,49,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,,
tra22,c1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1245.00,2.087,2.242,none,N,Y,Y,Y,3,5-04-19,pcr round 3 control region,50,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,16-11-2018,38,1254.00,2.210,2.381,none,Y,Y,Y,Y,3,5-04-19,pcr round 3 control region,51,Y,3,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,3557.00,2.110,1.914,none,N,Y,Y,Y,3,5-04-19,pcr round 3 control region,52,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,Y,Y
tra22,c4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1122.80,2.096,2.031,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,2243.60,2.071,1.891,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,16-11-2018,38,1587.00,2.062,2.186,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,16-11-2018,38,1918.60,2.122,2.836,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1579.60,2.042,2.007,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,3242.00,2.028,1.543,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,c10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,3004.20,2.090,1.865,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,16-11-2018,38,1943.80,2.094,2.070,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,2232.50,2.086,1.932,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1900.20,2.088,2.067,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,16-11-2018,38,3112.50,2.031,1.839,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,2567.50,2.130,2.066,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,26,1469.60,2.099,1.910,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1826.40,2.098,1.866,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,3065.00,2.054,2.230,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1851.60,2.079,2.154,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,e10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1333.60,2.058,1.924,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,19-11-2018,39,646.35,2.005,2.303,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1997.20,2.096,2.170,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1936.60,2.073,1.995,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,603.15,2.153,2.268,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1753.30,2.098,2.127,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,2182.20,2.104,1.840,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1765.30,2.074,2.039,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1034.70,2.171,1.875,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,19-11-2018,39,656.05,2.116,2.292,none,Y,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,g10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,799.10,2.133,2.302,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,i1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1541.60,2.116,2.183,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,i2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,2149.50,2.032,1.484,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,i3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1129.30,2.228,2.260,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra22,i4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,lord nelson,NA,NA,4113,NA,NA,caudal fin,NA,NA,5-09-18,september,spring,2018,06-09-2018,new zealand,,new zealand,013,FMA2,TRE2,NA,-38.47,178.35,N,40,lord.nelson.6.9.18,Y,31-10-2018,27,1345.10,2.229,2.253,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
