sampling.box,position,species,tissue.storage.location,preservation.method,reference.code,genbank.accession,museum.id,sample.source,fishing.vessel,vessel.registration,observer.code,field.no,trip,shot,tissue.type,fish.length,catch.depth,landing.date,month.caught,season.caught,year.caught,date.preserved,group,group2,location.country,location.stat.area,location.fma,location.qma,location.coordinate,location.latitude,location.longitude,exact.gps.known,radius,trip.picture,dna.extracted,extraction.start.date,extraction.round,dna.quantity,260.280,260.230,nanodrop.warning,repeat.extraction,tissue.remaining,extracted.dna.remaining,control.pcr.amplified,control.pcr.round,control.pcr.start.date,control.pcr.box.name,control.pcr.tube.number,control.sequenced,control.sequencing.round,control.successfully.sequenced,coi.pcr.amplified,coi.pcr.round,coi.pcr.start.date,coi.pcr.box.name,coi.pcr.tube.number,coi.sequenced,coi.sequencing.round,coi.successfully.sequenced,coi.sequence.available,subsample1,subsample2,subsample3
tra18,i3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra18,i10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,a10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,c10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,e10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,g10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra19,i10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,moana auckland,kawhia,NA,NA,6587,NA,NA,caudal fin,NA,NA,4-09-18,september,spring,2018,05-09-2018,new zealand,,new zealand,002/003,FMA1,TRE1,NA,-34.95,174.04,N,95,kawhia.5.9.18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
